market,strategy_id,fee_mult,slippage_mult,fee_bps,slippage_bps,sharpe,cagr,mdd,trades,turnover,win_rate,valid,violations,zero_close_count,ret_inf_count,strat_ret_clamp_count,cumret_clip_count
binance_spot,KAMA_TSMOM_30_ETH_GT_MA50_GATE,1.5,1.5,15,3,-0.070606689,-0.062986915,-0.94358556,15629,15.784015,0.39996563,True,,0,0,0,0
binance_spot,KAMA_TSMOM_30_ETH_GT_MA50_GATE,2,2,20,4,-0.092079646,-0.071726694,-0.94622101,15629,15.784015,0.39977437,True,,0,0,0,0
binance_spot,KAMA_TSMOM_30_SCORE_AVG_GT_1_SIZING,0.5,0.5,5,1,0.0036154639,-0.017797123,-0.87274668,17030,13.519288,0.40070807,True,,0,0,0,0
binance_spot,KAMA_TSMOM_30_SCORE_AVG_GT_1_SIZING,1,1,10,2,-0.029295267,-0.025738122,-0.87598533,17030,13.519288,0.40000804,True,,0,0,0,0
binance_spot,KAMA_TSMOM_30_SCORE_AVG_GT_1_SIZING,1.5,1.5,15,3,-0.054576423,-0.033600058,-0.87914369,17030,13.519288,0.39921502,True,,0,0,0,0
binance_spot,KAMA_TSMOM_30_SCORE_AVG_GT_1_SIZING,2,2,20,4,-0.076925203,-0.041383731,-0.88222368,17030,13.519288,0.3987029,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_ETH_GT_MA50_GATE,0.5,0.5,5,1,0.017459139,-0.041015285,-0.97693202,9972,9.6591372,0.39769022,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_ETH_GT_MA50_GATE,1,1,10,2,-0.0058958663,-0.046616951,-0.97744652,9972,9.6591372,0.39738785,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_ETH_GT_MA50_GATE,1.5,1.5,15,3,-0.022903556,-0.052178804,-0.97794987,9972,9.6591372,0.39698591,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_ETH_GT_MA50_GATE,2,2,20,4,-0.037607537,-0.057701127,-0.97844229,9972,9.6591372,0.39682215,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_ETH_GT_MA50_SIZING,0.5,0.5,5,1,0.017459139,-0.041015285,-0.97693202,9972,9.6591372,0.39769022,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_ETH_GT_MA50_SIZING,1,1,10,2,-0.0058958663,-0.046616951,-0.97744652,9972,9.6591372,0.39738785,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_ETH_GT_MA50_SIZING,1.5,1.5,15,3,-0.022903556,-0.052178804,-0.97794987,9972,9.6591372,0.39698591,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_ETH_GT_MA50_SIZING,2,2,20,4,-0.037607537,-0.057701127,-0.97844229,9972,9.6591372,0.39682215,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_INDEX_GT_MA50_GATE,0.5,0.5,5,1,-0.015908846,-0.066053159,-0.98392847,10499,10.185163,0.39675259,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_INDEX_GT_MA50_GATE,1,1,10,2,-0.038962665,-0.071754039,-0.98438181,10499,10.185163,0.39638334,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_INDEX_GT_MA50_GATE,1.5,1.5,15,3,-0.05623126,-0.07741159,-0.98482264,10499,10.185163,0.39599522,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_INDEX_GT_MA50_GATE,2,2,20,4,-0.071193709,-0.083026145,-0.98525129,10499,10.185163,0.39585129,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_INDEX_GT_MA50_SIZING,0.5,0.5,5,1,-0.015908846,-0.066053159,-0.98392847,10499,10.185163,0.39675259,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_INDEX_GT_MA50_SIZING,1,1,10,2,-0.038962665,-0.071754039,-0.98438181,10499,10.185163,0.39638334,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_INDEX_GT_MA50_SIZING,1.5,1.5,15,3,-0.05623126,-0.07741159,-0.98482264,10499,10.185163,0.39599522,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_INDEX_GT_MA50_SIZING,2,2,20,4,-0.071193709,-0.083026145,-0.98525129,10499,10.185163,0.39585129,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_SCORE_AVG_GT_1_GATE,0.5,0.5,5,1,-0.012797376,-0.064228707,-0.98264794,10498,10.184348,0.39686103,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_SCORE_AVG_GT_1_GATE,1,1,10,2,-0.03587017,-0.069944499,-0.98313654,10498,10.184348,0.39649164,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_SCORE_AVG_GT_1_GATE,1.5,1.5,15,3,-0.053145164,-0.075616846,-0.98361166,10498,10.184348,0.39610343,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_SCORE_AVG_GT_1_GATE,2,2,20,4,-0.06811083,-0.081246081,-0.98407369,10498,10.184348,0.39595943,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_SCORE_AVG_GT_1_SIZING,0.5,0.5,5,1,0.028328384,-0.017505413,-0.93259739,10498,8.7032378,0.39679823,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_SCORE_AVG_GT_1_SIZING,1,1,10,2,0.0031496398,-0.022668808,-0.93414295,10498,8.7032378,0.39619099,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_SCORE_AVG_GT_1_SIZING,1.5,1.5,15,3,-0.015854432,-0.02779839,-0.9356536,10498,8.7032378,0.39533398,True,,0,0,0,0
binance_spot,SUPERTREND_TSMOM_30_SCORE_AVG_GT_1_SIZING,2,2,20,4,-0.032224362,-0.032894384,-0.93713012,10498,8.7032378,0.3948387,True,,0,0,0,0
binance_spot,VIDYA_TSMOM_30_ETH_GT_MA50_GATE,0.5,0.5,5,1,-0.017356184,-0.04775665,-0.9275468,13702,13.643402,0.39686737,True,,0,0,0,0
binance_spot,VIDYA_TSMOM_30_ETH_GT_MA50_GATE,1,1,10,2,-0.046358205,-0.055503818,-0.92828045,13702,13.643402,0.39645225,True,,0,0,0,0
binance_spot,VIDYA_TSMOM_30_ETH_GT_MA50_GATE,1.5,1.5,15,3,-0.068156526,-0.063173232,-0.92998586,13702,13.643402,0.39580518,True,,0,0,0,0
binance_spot,VIDYA_TSMOM_30_ETH_GT_MA50_GATE,2,2,20,4,-0.087378668,-0.070765686,-0.93166983,13702,13.643402,0.39564748,True,,0,0,0,0
binance_spot,VIDYA_TSMOM_30_ETH_GT_MA50_SIZING,0.5,0.5,5,1,-0.017356184,-0.04775665,-0.9275468,13702,13.643402,0.39686737,True,,0,0,0,0
binance_spot,VIDYA_TSMOM_30_ETH_GT_MA50_SIZING,1,1,10,2,-0.046358205,-0.055503818,-0.92828045,13702,13.643402,0.39645225,True,,0,0,0,0
binance_spot,VIDYA_TSMOM_30_ETH_GT_MA50_SIZING,1.5,1.5,15,3,-0.068156526,-0.063173232,-0.92998586,13702,13.643402,0.39580518,True,,0,0,0,0
binance_spot,VIDYA_TSMOM_30_ETH_GT_MA50_SIZING,2,2,20,4,-0.087378668,-0.070765686,-0.93166983,13702,13.643402,0.39564748,True,,0,0,0,0
binance_spot,VIDYA_TSMOM_30_SCORE_AVG_GT_1_SIZING,0.5,0.5,5,1,0.0029753179,-0.021541544,-0.88442441,14840,11.916542,0.3965048,True,,0,0,0,0
binance_spot,VIDYA_TSMOM_30_SCORE_AVG_GT_1_SIZING,1,1,10,2,-0.027756672,-0.028524261,-0.88757409,14840,11.916542,0.39564964,True,,0,0,0,0
binance_spot,VIDYA_TSMOM_30_SCORE_AVG_GT_1_SIZING,1.5,1.5,15,3,-0.050946846,-0.03544473,-0.89063915,14840,11.916542,0.39484242,True,,0,0,0,0
binance_spot,VIDYA_TSMOM_30_SCORE_AVG_GT_1_SIZING,2,2,20,4,-0.071293604,-0.042303518,-0.89362182,14840,11.916542,0.39436328,True,,0,0,0,0
binance_spot,VMA_TSMOM_30_ETH_GT_MA50_GATE,0.5,0.5,5,1,-0.0080728617,-0.036878186,-0.93146927,15347,15.388953,0.39977042,True,,0,0,0,0
binance_spot,VMA_TSMOM_30_ETH_GT_MA50_GATE,1,1,10,2,-0.039122659,-0.045658356,-0.93257928,15347,15.388953,0.39953014,True,,0,0,0,0
binance_spot,VMA_TSMOM_30_ETH_GT_MA50_GATE,1.5,1.5,15,3,-0.062769302,-0.0543402,-0.93367405,15347,15.388953,0.39919694,True,,0,0,0,0
binance_spot,VMA_TSMOM_30_ETH_GT_MA50_GATE,2,2,20,4,-0.083761737,-0.062924836,-0.93475378,15347,15.388953,0.39904839,True,,0,0,0,0
binance_spot,VMA_TSMOM_30_ETH_GT_MA50_SIZING,0.5,0.5,5,1,-0.0080728617,-0.036878186,-0.93146927,15347,15.388953,0.39977042,True,,0,0,0,0
binance_spot,VMA_TSMOM_30_ETH_GT_MA50_SIZING,1,1,10,2,-0.039122659,-0.045658356,-0.93257928,15347,15.388953,0.39953014,True,,0,0,0,0
binance_spot,VMA_TSMOM_30_ETH_GT_MA50_SIZING,1.5,1.5,15,3,-0.062769302,-0.0543402,-0.93367405,15347,15.388953,0.39919694,True,,0,0,0,0
binance_spot,VMA_TSMOM_30_ETH_GT_MA50_SIZING,2,2,20,4,-0.083761737,-0.062924836,-0.93475378,15347,15.388953,0.39904839,True,,0,0,0,0
binance_spot,VMA_TSMOM_30_SCORE_AVG_GT_1_GATE,0.5,0.5,5,1,-0.012446937,-0.05171339,-0.93532046,16572,16.570915,0.40078698,True,,0,0,0,0
binance_spot,VMA_TSMOM_30_SCORE_AVG_GT_1_GATE,1,1,10,2,-0.044280956,-0.061027633,-0.93670892,16572,16.570915,0.40045616,True,,0,0,0,0
binance_spot,VMA_TSMOM_30_SCORE_AVG_GT_1_GATE,1.5,1.5,15,3,-0.068772359,-0.070228434,-0.93906375,16572,16.570915,0.40011718,True,,0,0,0,0
binance_spot,VMA_TSMOM_30_SCORE_AVG_GT_1_GATE,2,2,20,4,-0.090508692,-0.079317197,-0.9413342,16572,16.570915,0.39995189,True,,0,0,0,0
binance_spot,VMA_TSMOM_30_SCORE_AVG_GT_1_SIZING,0.5,0.5,5,1,0.022311195,-0.0078647857,-0.86359149,16572,13.17611,0.4007299,True,,0,0,0,0
binance_spot,VMA_TSMOM_30_SCORE_AVG_GT_1_SIZING,1,1,10,2,-0.010707677,-0.015668142,-0.86814909,16572,13.17611,0.40001112,True,,0,0,0,0
binance_spot,VMA_TSMOM_30_SCORE_AVG_GT_1_SIZING,1.5,1.5,15,3,-0.035715879,-0.023395316,-0.87255636,16572,13.17611,0.39924127,True,,0,0,0,0
